name,isin,category,sub_category,fund_house
Edelweiss Low Duration Fund - Regular Plan Growth,INF754K01UT0,Debt,Low Duration,Edelweiss Mutual Fund
Franklin India Low Duration Fund-Direct-Growth,INF090I01YE7,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund-Growth,INF090I01YB3,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund - Direct - Growth,INF090I01HG7,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund - Growth Plan,INF090I01BU1,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,INF090I01UD7,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,INF090I01UA3,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,INF090I01UJ4,Debt,Low Duration,Franklin Mutual Fund
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,INF090I01UG0,Debt,Low Duration,Franklin Mutual Fund
HDFC Low Duration  Fund - Direct Plan - Growth,INF179K01VF7,Debt,Low Duration,HDFC Mutual Fund
HDFC Low Duration  Fund - Growth,INF179K01442,Debt,Low Duration,HDFC Mutual Fund
HDFC Low Duration Fund- Wholesale- Growth,INF179K01491,Debt,Low Duration,HDFC Mutual Fund
HSBC Low Duration Fund - Direct Growth,INF917K01GM7,Debt,Low Duration,HSBC Mutual Fund
HSBC Low Duration Fund - Regular Growth,INF677K01452,Debt,Low Duration,HSBC Mutual Fund
ICICI Prudential Savings Fund - Direct Plan - Growth,INF109K01O82,Debt,Other,ICICI Mutual Fund
ICICI Prudential Savings Fund - Growth,INF109K01746,Debt,Other,ICICI Mutual Fund
ICICI Prudential Savings Fund Retail Growth,INF109K01BX9,Debt,Other,ICICI Mutual Fund
Invesco India Low Duration Fund - Direct Plan - Growth,INF205K01NY8,Debt,Low Duration,Invesco Mutual Fund
Invesco India Low Duration Fund - Growth,INF205K01HY0,Debt,Low Duration,Invesco Mutual Fund
Invesco India Low Duration Fund - Regular - Growth,INF205K01HT0,Debt,Low Duration,Invesco Mutual Fund
JM Low Duration Fund (Direct) - Growth,INF192K01DW3,Debt,Low Duration,JM Mutual Fund
JM Low Duration Fund (Regular) - Growth Option,INF192K01AY5,Debt,Low Duration,JM Mutual Fund
Kotak Low Duration Fund- Direct Plan- Growth Option,INF178L01AX4,Debt,Low Duration,Kotak Mutual Fund
Kotak Low Duration Fund- Regular Plan-Growth Option,INF178L01202,Debt,Low Duration,Kotak Mutual Fund
LIC MF Low Duration Fund-Direct Plan-Growth,INF767K01FM8,Debt,Low Duration,LIC Mutual Fund
LIC MF Low Duration Fund-Regular Plan-Growth,INF767K01AO5,Debt,Low Duration,LIC Mutual Fund
Mahindra Manulife Low Duration Fund - Direct Plan -Growth,INF174V01267,Debt,Low Duration,Mahindra Mutual Fund
Mahindra Manulife Low Duration Fund - Regular Plan - Growth,INF174V01218,Debt,Low Duration,Mahindra Mutual Fund
Mirae Asset Low Duration Fund - Direct Plan - Growth,INF769K01BO9,Debt,Low Duration,Mirae Mutual Fund
Mirae Asset Low Duration Fund - Regular Plan - Growth,INF769K01937,Debt,Low Duration,Mirae Mutual Fund
Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,INF204K01ZU3,Debt,Low Duration,Nippon Mutual Fund
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,INF204K01EN3,Debt,Low Duration,Nippon Mutual Fund
Nippon India Low Duration Fund- Growth Plan - Growth Option,INF204K01EV6,Debt,Low Duration,Nippon Mutual Fund
SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH,INF200K01VM7,Debt,Low Duration,SBI Mutual Fund
SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,INF200K01MO2,Debt,Low Duration,SBI Mutual Fund
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,INF200K01MG8,Other,Other,SBI Mutual Fund
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option,INF173K01FS6,Debt,Low Duration,Sundaram Mutual Fund
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option,INF173K01DG6,Debt,Low Duration,Sundaram Mutual Fund
Tata Treasury Advantage Fund - Direct Plan - Growth Option,INF277K01OK4,Other,Other,Tata Mutual Fund
Tata Treasury Advantage Fund - Regular Plan - Growth Option,INF277K01MA9,Other,Other,Tata Mutual Fund
Union Low Duration Fund - Direct Plan - Growth Option,INF582M01LQ6,Debt,Low Duration,Union Mutual Fund
Union Low Duration Fund - Regular Plan - Growth Option,INF582M01LU8,Debt,Low Duration,Union Mutual Fund
UTI Low Duration Fund - Direct Plan - Growth Option,INF789F01XI3,Debt,Low Duration,UTI Mutual Fund
UTI Low Duration Fund - Discontinued Growth Option,INF789F01331,Debt,Low Duration,UTI Mutual Fund
UTI Low Duration Fund - Regular Plan - Growth Option,INF789F01OT9,Debt,Low Duration,UTI Mutual Fund
Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,INF209K01XA9,Debt,Medium Duration,Aditya Mutual Fund
Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,INF209K01603,Debt,Medium Duration,Aditya Mutual Fund
Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan,INF209K01660,Other,Other,Aditya Mutual Fund
Axis Strategic Bond Fund - Direct Plan - Growth Option,INF846K01DT0,Debt,Other,Axis Mutual Fund
Axis Strategic Bond Fund - Regular Plan - Growth Option,INF846K01BP2,Debt,Other,Axis Mutual Fund
BANDHAN Bond Fund - Medium Term - Regular Plan - Growth,INF194K01JU0,Debt,Medium Duration,BANDHAN Mutual Fund
BANDHAN Bond Fund - Medium Term Plan-Direct Plan-Growth,INF194K01S50,Debt,Medium Duration,BANDHAN Mutual Fund
DSP Bond Fund - Direct Plan - Growth,INF740K01MZ3,Debt,Other,DSP Mutual Fund
DSP Bond Fund - Growth,INF740K01557,Debt,Other,DSP Mutual Fund
Franklin India Income Opportunities Fund - Direct - Growth,INF090I01JI9,Debt,Other,Franklin Mutual Fund
Franklin India Income Opportunities Fund - Growth,INF090I01445,Debt,Other,Franklin Mutual Fund
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan,INF090I01TD9,Debt,Other,Franklin Mutual Fund
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,INF090I01TB3,Debt,Other,Franklin Mutual Fund
Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,INF090I01TH0,Debt,Other,Franklin Mutual Fund
Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,INF090I01TF4,Debt,Other,Franklin Mutual Fund
HDFC Medium Term Debt Fund - Growth Option,INF179K01913,Debt,Medium Duration,HDFC Mutual Fund
HDFC Medium Term Debt Fund - Growth Option - Direct Plan,INF179K01WI9,Debt,Medium Duration,HDFC Mutual Fund
HSBC Medium Duration Fund - Direct Growth,INF917K01TK4,Debt,Medium Duration,HSBC Mutual Fund
HSBC Medium Duration Fund - Regular Growth,INF917K01TH0,Debt,Medium Duration,HSBC Mutual Fund
ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth,INF109K015A5,Debt,Medium Duration,ICICI Mutual Fund
ICICI Prudential Medium Term Bond Fund - Growth,INF109K01AH4,Debt,Medium Duration,ICICI Mutual Fund
ICICI Prudential Medium Term Bond Fund-Plan B-Growth,INF109K01AJ0,Debt,Medium Duration,ICICI Mutual Fund
Invesco India Medium Duration Fund - Direct - Growth,INF205KA1429,Debt,Medium Duration,Invesco Mutual Fund
Invesco India Medium Duration Fund - Regular - Growth,INF205KA1379,Debt,Medium Duration,Invesco Mutual Fund
Kotak Medium Term Fund - Direct Growth,INF174K01VQ5,Debt,Medium Duration,Kotak Mutual Fund
Kotak Medium Term Fund - Growth,INF174K01VL6,Debt,Medium Duration,Kotak Mutual Fund
Nippon India Medium Duration Fund - Direct Plan - Growth Option,INF204KA1QF1,Debt,Medium Duration,Nippon Mutual Fund
Nippon India Medium Duration Fund - Growth Option,INF204KA1PZ1,Debt,Medium Duration,Nippon Mutual Fund
Nippon India Medium Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,INF204KB18M5,Debt,Medium Duration,Nippon Mutual Fund
Nippon India Medium Duration Fund - Segregated Portfolio 1 - Growth Option,INF204KB14N2,Debt,Medium Duration,Nippon Mutual Fund
Nippon India Medium Duration Fund - Segregated Portfolio 2 - Direct Plan - Growth Option,INF204KB10R1,Debt,Medium Duration,Nippon Mutual Fund
Nippon India Medium Duration Fund - Segregated Portfolio 2 - Growth Option,INF204KB16R8,Debt,Medium Duration,Nippon Mutual Fund
SBI MAGNUM MEDIUM DURATION FUND - DIRECT PLAN - GROWTH,INF200K01VB0,Debt,Medium Duration,SBI Mutual Fund
SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,INF200K01719,Debt,Medium Duration,SBI Mutual Fund
Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Growth,INF903J01PO6,Debt,Medium Duration,Sundaram Mutual Fund
Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Institutional Plan - Growth,INF903J01FY6,Other,Other,Sundaram Mutual Fund
Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan - Growth,INF903J01FQ2,Debt,Medium Duration,Sundaram Mutual Fund
Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Regular Plan -Growth,INF903J01FX8,Debt,Medium Duration,Sundaram Mutual Fund
Tata Medium Term Fund -Regular Plan - Growth Option,INF277K01717,Debt,Medium Duration,Tata Mutual Fund
Tata Medium Term Fund- Direct Plan- Growth Option,INF277K01PI5,Debt,Medium Duration,Tata Mutual Fund
UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Growth Option,INF789F1ASB7,Debt,Medium Duration,UTI Mutual Fund
UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Growth Option,INF789F1ASM4,Debt,Medium Duration,UTI Mutual Fund
UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Growth Option,-,Debt,Medium Duration,UTI Mutual Fund
UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Growth Option,-,Debt,Medium Duration,UTI Mutual Fund
UTI - Medium Term Fund (Segregated - 17022020) - Direct Plan - Growth Option,INF789F1AOC4,Debt,Medium Duration,UTI Mutual Fund
UTI - Medium Term Fund (Segregated - 17022020) - Regular Plan - Growth Option,INF789F1AON1,Debt,Medium Duration,UTI Mutual Fund
UTI Medium Duration Fund - Direct Plan - Growth Option,INF789FB1KE6,Debt,Medium Duration,UTI Mutual Fund
UTI Medium Duration Fund - Regular Plan - Growth Option,INF789FB1JU4,Debt,Medium Duration,UTI Mutual Fund
Aditya Birla Sun Life Income Fund - Growth - Direct Plan,INF209K01WY1,Debt,Other,Aditya Mutual Fund
Aditya Birla Sun Life Income Fund - Growth - Regular Plan,INF209K01579,Debt,Other,Aditya Mutual Fund
BANDHAN Bond Fund - Income Plan - Regular Plan - Growth,INF194K01IL1,Debt,Other,BANDHAN Mutual Fund
BANDHAN Bond Fund - Income Plan-Direct Plan-Growth,INF194K01R51,Debt,Other,BANDHAN Mutual Fund
BANDHAN Bond Fund - Short Term - Regular Plan - Growth,INF194K01HF5,Debt,Short Duration,BANDHAN Mutual Fund
BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,INF761K01819,Hybrid,Conservative,BANK Mutual Fund
BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,INF761K01397,Hybrid,Conservative,BANK Mutual Fund
BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,INF761K01462,Hybrid,Conservative,BANK Mutual Fund
CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,INF760K01FI1,Debt,Other,CANARA Mutual Fund
CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,INF760K01324,Debt,Other,CANARA Mutual Fund
Franklin India Medium to Long Duration Fund - Direct Growth,INF090I01XG4,Debt,Long Duration,Franklin Mutual Fund
Franklin India Medium to Long Duration Fund - Growth,INF090I01XD1,Debt,Long Duration,Franklin Mutual Fund
HDFC Income Fund - Growth Option,INF179K01962,Debt,Other,HDFC Mutual Fund
HDFC Income Fund - Growth Option - Direct Plan,INF179K01WL3,Debt,Other,HDFC Mutual Fund
HSBC Medium to Long Duration Fund - Direct Growth,INF336L01DE2,Debt,Long Duration,HSBC Mutual Fund
HSBC Medium to Long Duration Fund - Regular Growth,INF336L01776,Debt,Long Duration,HSBC Mutual Fund
ICICI Prudential Bond Fund - Direct Plan - Growth,INF109K01V83,Debt,Other,ICICI Mutual Fund
ICICI Prudential Bond Fund - Growth,INF109K01BO8,Debt,Other,ICICI Mutual Fund
ICICI Prudential Bond Fund- Institutional Growth,INF109K01BQ3,Other,Other,ICICI Mutual Fund
JM Medium to Long Duration Fund (Direct) - Growth Option,INF192K01CW5,Debt,Long Duration,JM Mutual Fund
JM Medium to Long Duration Fund (Regular) - Growth Option,INF192K01AB3,Debt,Long Duration,JM Mutual Fund
Kotak Bond Fund - Growth - Direct,INF174K01JC0,Debt,Other,Kotak Mutual Fund
Kotak Bond Fund - Regular Plan Growth,INF174K01EM0,Debt,Other,Kotak Mutual Fund
Kotak Bond-Deposit-Growth,INF174K01EJ6,Debt,Other,Kotak Mutual Fund
LIC MF Medium to Long Duration Fund-Direct Plan-Growth,INF767K01EW0,Debt,Long Duration,LIC Mutual Fund
LIC MF Medium to Long Duration Fund-Regular Plan-Growth,INF767K01923,Debt,Long Duration,LIC Mutual Fund
Nippon India Medium to Long Duration  Fund - Growth Plan Growth Option,INF204K01CL1,Debt,Long Duration,Nippon Mutual Fund
Nippon India Medium to Long Duration Fund - Direct Plan Growth Plan - Growth Option,INF204K01XS2,Debt,Long Duration,Nippon Mutual Fund
SBI Magnum Income Fund-DIRECT PLAN -Growth,INF200K01SR2,Debt,Other,SBI Mutual Fund
SBI Magnum Income Fund-REGULAR PLAN-Growth,INF200K01594,Debt,Other,SBI Mutual Fund
Tata Income Fund - Direct Plan - Growth Option,INF277K01OY5,Debt,Other,Tata Mutual Fund
Tata Income Fund -Regular Plan - Growth Option,INF277K01659,Debt,Other,Tata Mutual Fund
UTI Medium to Long Duration Fund- Regular Plan - Growth,INF789F01406,Debt,Long Duration,UTI Mutual Fund
UTI Medium to Long Duration Fund-Growth - Direct,INF789F01SQ6,Debt,Long Duration,UTI Mutual Fund
Aditya Birla Sun Life Money Manager Fund - Growth,INF209K01RV7,Debt,Other,Aditya Mutual Fund
Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,INF209K01UU3,Debt,Other,Aditya Mutual Fund
Aditya Birla Sun Life Money Manager Fund - Retail Growth,INF209K01MJ3,Debt,Other,Aditya Mutual Fund
Axis Money Market Fund - Direct Plan - Growth Option,INF846K01Q62,Debt,Money Market,Axis Mutual Fund
Axis Money Market Fund - Regular Plan - Growth Option,INF846K01R46,Debt,Money Market,Axis Mutual Fund
Bajaj Finserv Money Market Fund-Direct Plan-Growth,INF0QA701334,Debt,Money Market,Bajaj Mutual Fund
Bajaj Finserv Money Market Fund-Regular Plan-Growth,INF0QA701441,Debt,Money Market,Bajaj Mutual Fund
Bandhan Money Market Fund -Direct Plan-Growth,INF194K01M80,Debt,Money Market,Bandhan Mutual Fund
BANDHAN Money Market Fund - Regular Plan - Growth,INF194K01LJ9,Debt,Money Market,BANDHAN Mutual Fund
Bank of India Money Market Fund - Direct - Growth,INF761K01GO5,Debt,Money Market,Bank Mutual Fund
Bank of India Money Market Fund - Regular - Growth,INF761K01GS6,Debt,Money Market,Bank Mutual Fund
Baroda BNP Paribas Money Market Fund- Direct Plan - Growth,INF955L01ID0,Debt,Money Market,Baroda Mutual Fund
Baroda BNP Paribas Money Market Fund-Regular Plan - Growth,INF955L01HY8,Debt,Money Market,Baroda Mutual Fund
DSP Savings Fund - Direct Plan - Growth,INF740K01NU2,Debt,Other,DSP Mutual Fund
DSP Savings Fund - Regular Plan - Growth,INF740K01714,Debt,Other,DSP Mutual Fund
Edelweiss Money Market Fund - Direct Plan - Growth Option,INF843K01CE1,Debt,Money Market,Edelweiss Mutual Fund
Edelweiss Money Market Fund - Institutional Plan - Growth Option,INF843K01377,Other,Other,Edelweiss Mutual Fund
Edelweiss Money Market Fund - Regular Plan - Growth Option,INF843K01344,Debt,Money Market,Edelweiss Mutual Fund
Franklin India Money Market Fund - Direct - Growth,INF090I01GV8,Debt,Money Market,Franklin Mutual Fund
Franklin India Money Market Fund - Growth Option,INF090I01CA1,Debt,Money Market,Franklin Mutual Fund
Franklin India Money Market Fund - Institutional Option - Growth,INF090I01BX5,Other,Other,Franklin Mutual Fund
HDFC Money Market Fund - Growth Option,INF179KB1HR5,Debt,Money Market,HDFC Mutual Fund
HDFC Money Market Fund - Growth Option - Direct Plan,INF179KB1HU9,Debt,Money Market,HDFC Mutual Fund
HSBC Money Market Fund - Direct Growth,INF917K01FE6,Debt,Money Market,HSBC Mutual Fund
HSBC Money Market Fund - Regular Growth,INF917K01BC9,Debt,Money Market,HSBC Mutual Fund
ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,INF109K01R14,Debt,Money Market,ICICI Mutual Fund
ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),INF109K01TW3,Debt,Money Market,ICICI Mutual Fund
ICICI Prudential Money Market Fund Option - Growth,INF109K01TX1,Debt,Money Market,ICICI Mutual Fund
Invesco India Money Market Fund - Direct Plan - Growth,INF205K01RY9,Debt,Money Market,Invesco Mutual Fund
Invesco India Money Market Fund - Growth,INF205K01SD1,Debt,Money Market,Invesco Mutual Fund
Invesco India Money Market Fund - Regular - Growth,INF205K01SG4,Debt,Money Market,Invesco Mutual Fund
JioBlackRock Money Market Fund - Direct Plan - Growth Option,INF22M001028,Debt,Money Market,JioBlackRock Mutual Fund
JM Money Market Fund (Direct) - Growth,INF192K01DS1,Debt,Money Market,JM Mutual Fund
JM Money Market Fund - Growth,INF192K01AU3,Debt,Money Market,JM Mutual Fund
Kotak Money Market Fund - (Growth),INF174K01NA6,Debt,Money Market,Kotak Mutual Fund
Kotak Money Market Fund - (Growth) - Direct,INF174K01MW2,Debt,Money Market,Kotak Mutual Fund
LIC MF Money Market Fund-Direct Plan-Growth,INF767K01RE0,Debt,Money Market,LIC Mutual Fund
LIC MF Money Market Fund-Regular Plan-Growth,INF767K01RB6,Debt,Money Market,LIC Mutual Fund
Mirae Asset Money Market Fund Direct Growth,INF769K01HN8,Debt,Money Market,Mirae Mutual Fund
Mirae Asset Money Market Fund Regular Growth,INF769K01HK4,Debt,Money Market,Mirae Mutual Fund
Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,INF204K01ZP3,Debt,Money Market,Nippon Mutual Fund
Nippon India Money Market Fund-Growth Plan-Growth Option,INF204K01VA4,Debt,Money Market,Nippon Mutual Fund
PGIM India Money Market Fund - Direct Plan - Growth Option,INF663L01T84,Debt,Money Market,PGIM Mutual Fund
PGIM India Money Market Fund - Regular Plan - Growth Option,INF663L01U24,Debt,Money Market,PGIM Mutual Fund
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,-,Debt,Money Market,PGIM Mutual Fund
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,-,Debt,Money Market,PGIM Mutual Fund
SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,INF200K01SZ5,Debt,Other,SBI Mutual Fund
SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,INF200K01636,Debt,Other,SBI Mutual Fund
Sundaram Money Market Fund Direct Plan - Growth,INF903JA1FR6,Debt,Money Market,Sundaram Mutual Fund
Sundaram Money Market Fund Regular Plan - Growth,INF903JA1FJ3,Debt,Money Market,Sundaram Mutual Fund
Tata Money Market Fund- Direct Plan- Growth Option,INF277K01PR6,Debt,Money Market,Tata Mutual Fund
Tata Money Market Fund-Regular Plan - Growth Option,INF277K01LQ7,Debt,Money Market,Tata Mutual Fund
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,INF0GCD01503,Debt,Money Market,TRUSTMF Mutual Fund
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH,INF0GCD01479,Debt,Money Market,TRUSTMF Mutual Fund
Union Money Market Fund - Direct Plan -  Growth Option,INF582M01HG5,Debt,Money Market,Union Mutual Fund
Union Money Market Fund - Regular Plan -  Growth Option,INF582M01HO9,Debt,Money Market,Union Mutual Fund
UTI MMF - Direct Plan - Growth Option,INF789F01XV6,Other,Other,UTI Mutual Fund
UTI MMF - Regular Plan - Growth Option,INF789F01PX8,Other,Other,UTI Mutual Fund
UTI MMF-Discontinued - Regular Plan -Growth,INF789F01BF5,Other,Other,UTI Mutual Fund
360 ONE Overnight Fund - Direct Plan - Growth,INF579M01BG4,Debt,Overnight,360 Mutual Fund
360 ONE Overnight Fund - Regular Plan - Growth,INF579M01BD1,Debt,Overnight,360 Mutual Fund
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,INF209KB1ZH2,Debt,Overnight,ADITYA Mutual Fund
ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,INF209KB1ZC3,Debt,Overnight,ADITYA Mutual Fund
Axis Overnight Fund - Direct Plan - Growth Option,INF846K01N65,Debt,Overnight,Axis Mutual Fund
Axis Overnight Fund - Regular Plan - Growth Option,INF846K01O23,Debt,Overnight,Axis Mutual Fund
Bajaj Finserv Overnight Fund - Direct Plan - Growth,INF0QA701177,Debt,Overnight,Bajaj Mutual Fund
Bajaj Finserv Overnight Fund - Regular Plan - Growth,INF0QA701250,Debt,Overnight,Bajaj Mutual Fund
BANDHAN Overnight Fund - Direct Plan - Growth,INF194KB1447,Debt,Overnight,BANDHAN Mutual Fund
BANDHAN Overnight Fund - Regular Plan - Growth,INF194KB1314,Debt,Overnight,BANDHAN Mutual Fund
BANK OF INDIA Overnight Fund Direct Plan Growth,INF761K01EU7,Debt,Overnight,BANK Mutual Fund
BANK OF INDIA Overnight Fund Regular Plan Growth,INF761K01EZ6,Debt,Overnight,BANK Mutual Fund
Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,INF955L01HV4,Debt,Overnight,Baroda Mutual Fund
Baroda BNP Paribas Overnight Fund - Regular Plan - Growth,INF955L01HS0,Debt,Overnight,Baroda Mutual Fund
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,INF760K01JM5,Debt,Overnight,CANARA Mutual Fund
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,INF760K01JO1,Debt,Overnight,CANARA Mutual Fund
DSP Overnight Fund - Direct Plan - Growth,INF740KA1MC8,Debt,Overnight,DSP Mutual Fund
DSP Overnight Fund - Regular Plan - Growth,INF740KA1MB0,Debt,Overnight,DSP Mutual Fund
Edelweiss Overnight Fund - Direct Plan - Growth,INF754K01JV9,Debt,Overnight,Edelweiss Mutual Fund
Edelweiss Overnight Fund - Regular Plan - Growth,INF754K01KE3,Debt,Overnight,Edelweiss Mutual Fund
Franklin India Overnight fund- Growth,INF090I01SO8,Debt,Overnight,Franklin Mutual Fund
Franklin India Overnight Fund- Growth - Direct,INF090I01SS9,Debt,Overnight,Franklin Mutual Fund
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,INF666M01GL8,Debt,Overnight,Groww Mutual Fund
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Growth Option,INF666M01GT1,Debt,Overnight,Groww Mutual Fund
HDFC Overnight Fund - Growth Option,INF179KB1HS3,Debt,Overnight,HDFC Mutual Fund
HDFC Overnight Fund - Growth Option - Direct Plan,INF179KB1HT1,Debt,Overnight,HDFC Mutual Fund
Helios Overnight Fund - Direct Plan - Growth Option,INF0R8701079,Debt,Overnight,Helios Mutual Fund
Helios Overnight Fund - Regular Plan - Growth Option,INF0R8701095,Debt,Overnight,Helios Mutual Fund
HSBC Overnight Fund - Direct Growth,INF336L01OF6,Debt,Overnight,HSBC Mutual Fund
HSBC Overnight Fund - Regular Growth,INF336L01OL4,Debt,Overnight,HSBC Mutual Fund
ICICI Prudential Overnight Fund - Direct Plan - Growth,INF109KC11G1,Debt,Overnight,ICICI Mutual Fund
ICICI Prudential Overnight Fund - Growth,INF109KC17E3,Debt,Overnight,ICICI Mutual Fund
Invesco India Overnight Fund - Direct Plan - Growth,INF205KA1163,Debt,Overnight,Invesco Mutual Fund
Invesco India Overnight Fund - Regular Plan - Growth,INF205KA1114,Debt,Overnight,Invesco Mutual Fund
ITI Overnight Fund - Direct Plan - Growth Option,INF00XX01564,Debt,Overnight,ITI Mutual Fund
ITI Overnight Fund - Regular Plan - Growth Option,INF00XX01473,Debt,Overnight,ITI Mutual Fund
JioBlackRock Overnight Fund - Direct Plan - Growth Option,INF22M001036,Debt,Overnight,JioBlackRock Mutual Fund
JM Overnight Fund (Regular) - Growth,INF192K01LX4,Debt,Overnight,JM Mutual Fund
JM Overnight Fund - (Direct) - Growth,INF192K01MB8,Debt,Overnight,JM Mutual Fund
JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan,-,Debt,Overnight,JM Mutual Fund
JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,-,Debt,Overnight,JM Mutual Fund
Kotak Overnight Fund -Direct Plan-Growth Option,INF174KA1BF9,Debt,Overnight,Kotak Mutual Fund
Kotak Overnight Fund -Regular plan-Growth Option,INF174KA1BC6,Debt,Overnight,Kotak Mutual Fund
LIC MF Overnight Fund-Direct Plan-Growth,INF767K01QI3,Debt,Overnight,LIC Mutual Fund
LIC MF Overnight Fund-Regular Plan-Growth,INF767K01QD4,Debt,Overnight,LIC Mutual Fund
Mahindra Manulife Overnight Fund - Direct Plan -Growth,INF174V01838,Debt,Overnight,Mahindra Mutual Fund
Mahindra Manulife Overnight Fund - Regular Plan - Growth,INF174V01812,Debt,Overnight,Mahindra Mutual Fund
Mirae Asset Overnight Fund Direct Plan Growth,INF769K01FG6,Debt,Overnight,Mirae Mutual Fund
Mirae Asset Overnight Fund Regular Plan Growth,INF769K01FE1,Debt,Overnight,Mirae Mutual Fund
Nippon India Overnight Fund - Direct Plan - Growth Option,INF204KB1R31,Debt,Overnight,Nippon Mutual Fund
Nippon India Overnight Fund - Regular Plan - Growth Option,INF204KB1Q65,Debt,Overnight,Nippon Mutual Fund
NJ Overnight Fund - Direct Plan - Growth Option,INF0J8L01081,Debt,Overnight,NJ Mutual Fund
NJ Overnight Fund - Regular Plan - Growth Option,INF0J8L01073,Debt,Overnight,NJ Mutual Fund
PGIM India Overnight Fund - Direct Plan - Growth Option,INF663L01T01,Debt,Overnight,PGIM Mutual Fund
PGIM India Overnight Fund - Regular Plan- Growth Option,INF663L01T43,Debt,Overnight,PGIM Mutual Fund
quant Overnight Fund - Growth Option - Direct Plan,INF966L01AZ7,Debt,Overnight,quant Mutual Fund
quant Overnight Fund - Growth Option - Regular Plan,INF966L01BC4,Debt,Overnight,quant Mutual Fund
