name,isin,category,sub_category,fund_house
Samco Overnight Fund - Direct Plan - Growth Option,INF0K1H01040,Debt,Overnight,Samco Mutual Fund
Samco Overnight Fund - Regular Plan - Growth Option,INF0K1H01032,Debt,Overnight,Samco Mutual Fund
SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,INF200K01TK5,Debt,Overnight,SBI Mutual Fund
SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,INF200K01LQ9,Debt,Overnight,SBI Mutual Fund
Shriram Overnight Fund -  Direct Growth,INF680P01323,Debt,Overnight,Shriram Mutual Fund
Shriram Overnight Fund - Regular Growth,INF680P01232,Debt,Overnight,Shriram Mutual Fund
Sundaram Overnight Fund Direct Plan - Growth,INF903JA1HG5,Debt,Overnight,Sundaram Mutual Fund
Sundaram Overnight Fund Regular Plan - Growth,INF903JA1GZ7,Debt,Overnight,Sundaram Mutual Fund
Tata Overnight Fund-Direct Plan-Growth,INF277K018T5,Debt,Overnight,Tata Mutual Fund
Tata Overnight Fund-Regular Plan-Growth,INF277K016T9,Debt,Overnight,Tata Mutual Fund
TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,INF0GCD01453,Debt,Overnight,TRUST Mutual Fund
TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,INF0GCD01438,Debt,Overnight,TRUST Mutual Fund
Union Overnight Fund - Direct Plan - Growth Option,INF582M01FA2,Debt,Overnight,Union Mutual Fund
Union Overnight Fund - Regular Plan - Growth Option,INF582M01FJ3,Debt,Overnight,Union Mutual Fund
UTI - Overnight  Fund - Regular Plan - Growth Option,INF789F01604,Debt,Overnight,UTI Mutual Fund
UTI - Overnight Fund - Direct Plan - Growth Option,INF789FB1S71,Debt,Overnight,UTI Mutual Fund
Zerodha Overnight Fund - Direct Plan - Growth Option,INF0R8F01075,Debt,Overnight,Zerodha Mutual Fund
Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,INF209K01XK8,Debt,Short Duration,Aditya Mutual Fund
Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,INF209K01942,Debt,Short Duration,Aditya Mutual Fund
Axis Short Duration Fund - Direct Plan - Growth Option,INF846K01EI1,Debt,Short Duration,Axis Mutual Fund
Axis Short Duration Fund - Regular Plan - Growth Option,INF846K01644,Debt,Short Duration,Axis Mutual Fund
Axis Short Duration Fund - Retail Plan - Growth Option,INF846K01594,Debt,Short Duration,Axis Mutual Fund
BANDHAN Bond Fund - Short Term Plan - Plan C  - Growth,INF194K01HT6,Debt,Short Duration,BANDHAN Mutual Fund
BANDHAN Bond Fund - Short Term Plan - Plan D - Growth,INF194K01IA4,Debt,Short Duration,BANDHAN Mutual Fund
BANDHAN Bond Fund - Short Term-Direct Plan-Growth,INF194K01U07,Debt,Short Duration,BANDHAN Mutual Fund
BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,INF761K01736,Debt,Short Duration,BANK Mutual Fund
BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,INF761K01579,Debt,Short Duration,BANK Mutual Fund
Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,INF955L01BD5,Debt,Short Duration,Baroda Mutual Fund
Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,INF955L01153,Debt,Short Duration,Baroda Mutual Fund
CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,INF760K01DX5,Debt,Short Duration,CANARA Mutual Fund
CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION,INF760K01BM2,Debt,Short Duration,CANARA Mutual Fund
DSP Short Term Fund - Direct Plan - Growth,INF740K01NJ5,Debt,Short Duration,DSP Mutual Fund
DSP Short Term Fund - Regular Plan - Growth,INF740K01656,Debt,Short Duration,DSP Mutual Fund
Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,INF090I01VS3,Other,Other,Franklin Mutual Fund
Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,INF090I01GK1,Debt,Short Duration,Franklin Mutual Fund
Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,INF090I01VR5,Other,Other,Franklin Mutual Fund
Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,INF090I01VN4,Debt,Short Duration,Franklin Mutual Fund
Franklin India Short term Income Plan- Institutional Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,INF090I01UX5,Other,Other,Franklin Mutual Fund
Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option,INF090I01UY3,Debt,Short Duration,Franklin Mutual Fund
Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,INF090I01UT3,Debt,Short Duration,Franklin Mutual Fund
Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,INF090I01UO4,Other,Other,Franklin Mutual Fund
Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option,INF090I01UP1,Debt,Other,Franklin Mutual Fund
Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,INF090I01UK2,Debt,Other,Franklin Mutual Fund
Franklin India Short-Term Income Plan-Growth,INF090I01304,Debt,Other,Franklin Mutual Fund
Franklin India Short-Term Income Plan-Institutional Plan - Growth,INF090I01361,Other,Other,Franklin Mutual Fund
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,INF666M01AJ5,Debt,Short Duration,Groww Mutual Fund
Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,INF666M01AC0,Debt,Short Duration,Groww Mutual Fund
HDFC Short Term  Debt Fund - Growth Option,INF179K01CU6,Debt,Short Duration,HDFC Mutual Fund
HDFC Short Term  Debt Fund - Growth Option - Direct Plan,INF179K01YM7,Debt,Short Duration,HDFC Mutual Fund
HSBC Short Duration Fund - Direct Growth,INF917K01IQ4,Debt,Short Duration,HSBC Mutual Fund
HSBC Short Duration Fund - Regular Growth,INF917K01CL8,Debt,Short Duration,HSBC Mutual Fund
ICICI Prudential Short Term Fund - Direct Plan - Growth Option,INF109K013N3,Debt,Short Duration,ICICI Mutual Fund
ICICI Prudential Short Term Fund - Growth Option,INF109K01654,Debt,Short Duration,ICICI Mutual Fund
ICICI Prudential Short Term Fund-Institutional Growth,INF109K01696,Other,Other,ICICI Mutual Fund
Invesco India Short Duration Fund - Direct Plan - Growth,INF205K01UH8,Debt,Short Duration,Invesco Mutual Fund
Invesco India Short Duration Fund - Growth,INF205K01UN6,Debt,Short Duration,Invesco Mutual Fund
Invesco India Short Duration Fund - Plan B - Growth,INF205K01UR7,Debt,Short Duration,Invesco Mutual Fund
JM Short Duration Fund (Direct) - Growth,INF192K01MP8,Debt,Short Duration,JM Mutual Fund
JM Short Duration Fund (Regular) - Growth,INF192K01MM5,Debt,Short Duration,JM Mutual Fund
JM Short Term Fund (Direct) - Growth Option,INF192K01EA7,Debt,Short Duration,JM Mutual Fund
JM Short Term Fund - Growth Option,INF192K01BG0,Debt,Short Duration,JM Mutual Fund
JM Short Term Fund - Regular Plan - Growth Option,INF192K01BC9,Debt,Short Duration,JM Mutual Fund
Kotak Bond Short Term Plan-(Growth),INF174K01ES7,Debt,Short Duration,Kotak Mutual Fund
Kotak Bond Short Term Plan-(Growth) - Direct,INF174K01JI7,Debt,Short Duration,Kotak Mutual Fund
LIC MF Short Duration Fund-Direct Plan-Growth,INF767K01PW6,Debt,Short Duration,LIC Mutual Fund
LIC MF Short Duration Fund-Regular Plan-Growth,INF767K01PT2,Debt,Short Duration,LIC Mutual Fund
Mahindra Manulife Short Duration Fund - Direct Plan -Growth,INF174V01AM5,Debt,Short Duration,Mahindra Mutual Fund
Mahindra Manulife Short Duration Fund - Regular Plan - Growth,INF174V01AJ1,Debt,Short Duration,Mahindra Mutual Fund
Mirae Asset Short Duration Fund - Direct Plan - Growth,INF769K01DX6,Debt,Short Duration,Mirae Mutual Fund
Mirae Asset Short Duration Fund - Regular Plan - Growth,INF769K01DU2,Debt,Short Duration,Mirae Mutual Fund
Nippon India Short Duration Fund - Direct Plan Growth Plan - Growth Option,INF204K01B32,Debt,Short Duration,Nippon Mutual Fund
Nippon India Short Term Fund-Growth Plan,INF204K01FL4,Debt,Short Duration,Nippon Mutual Fund
SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,INF200K01IG6,Debt,Short Duration,SBI Mutual Fund
SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,INF200K01VE4,Debt,Short Duration,SBI Mutual Fund
SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,INF200K01HZ8,Debt,Short Duration,SBI Mutual Fund
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Direct Plan - Growth Option,INF173K01GP0,Debt,Short Duration,Sundaram Mutual Fund
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Growth Plan,INF173K01BA3,Debt,Short Duration,Sundaram Mutual Fund
Tata Short Term Bond Fund - Direct Plan - Growth Option,INF277K01QR4,Debt,Short Duration,Tata Mutual Fund
Tata Short Term Bond Fund -Regular Plan- Growth Option,INF277K01972,Debt,Short Duration,Tata Mutual Fund
TRUSTMF Short Duration Fund-Direct Plan-Growth,INF0GCD01370,Debt,Short Duration,TRUSTMF Mutual Fund
TRUSTMF Short Duration Fund-Regular Plan-Growth,INF0GCD01313,Debt,Short Duration,TRUSTMF Mutual Fund
Union Short Duration Fund - Direct Plan - Growth Option,INF582M01KO3,Debt,Short Duration,Union Mutual Fund
Union Short Duration Fund - Regular Plan - Growth Option,INF582M01KK1,Debt,Short Duration,Union Mutual Fund
UTI Short Duration Fund - Direct Plan - Growth Option,INF789F01XY0,Debt,Short Duration,UTI Mutual Fund
UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option,INF789F01AJ9,Debt,Short Duration,UTI Mutual Fund
UTI Short Duration Fund - Regular Plan - Growth Option,INF789F01QA4,Debt,Short Duration,UTI Mutual Fund
Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,INF209K01UR9,Debt,Other,Aditya Mutual Fund
Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,INF209K01LZ1,Debt,Other,Aditya Mutual Fund
Aditya Birla Sun Life Savings Fund-Retail Growth,INF209K01MC8,Debt,Other,Aditya Mutual Fund
Axis Ultra Short Duration Fund - Direct Plan Growth,INF846K01F40,Debt,Short Duration,Axis Mutual Fund
Axis Ultra Short Duration Fund - Regular Plan Growth,INF846K01G23,Debt,Short Duration,Axis Mutual Fund
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,INF194KA16R3,Debt,Short Duration,BANDHAN Mutual Fund
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH,INF194KA10Q8,Debt,Short Duration,BANDHAN Mutual Fund
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,INF761K01892,Debt,Short Duration,BANK Mutual Fund
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,INF761K01298,Debt,Short Duration,BANK Mutual Fund
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth,INF955L01GX2,Debt,Short Duration,Baroda Mutual Fund
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,INF955L01HA8,Debt,Short Duration,Baroda Mutual Fund
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,INF760K01GM1,Debt,Short Duration,CANARA Mutual Fund
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,INF760K01DC9,Debt,Short Duration,CANARA Mutual Fund
DSP Ultra Short Fund - Direct Plan - Growth,INF740K01ON5,Debt,Short Duration,DSP Mutual Fund
DSP Ultra Short Fund - Regular Plan - Growth,INF740K01QQ3,Debt,Short Duration,DSP Mutual Fund
Franklin India Ultra Short Bond Fund - Institutional - Growth,INF090I01CG8,Other,Other,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund - Retail - Growth,INF090I01CK0,Debt,Short Duration,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund - Super Institutional - Growth,INF090I01CN4,Other,Other,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,INF090I01JA6,Other,Other,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,INF090I01VE3,Other,Other,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,INF090I01VC7,Debt,Short Duration,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option,INF090I01VK0,Other,Other,Franklin Mutual Fund
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,INF090I01VG8,Other,Other,Franklin Mutual Fund
Franklin India Ultra Short Duration Fund - Direct - Growth,INF090I01XL4,Debt,Short Duration,Franklin Mutual Fund
Franklin India Ultra Short Duration Fund - Growth,INF090I01XJ8,Debt,Short Duration,Franklin Mutual Fund
HDFC Ultra Short Term Fund - Direct Plan-Growth Option,INF179KB15Q6,Debt,Short Duration,HDFC Mutual Fund
HDFC Ultra Short Term Fund - Growth Option,INF179KB11R3,Debt,Short Duration,HDFC Mutual Fund
HSBC Ultra Short Duration Fund - Direct Growth,INF336L01OR1,Debt,Short Duration,HSBC Mutual Fund
HSBC Ultra Short Duration Fund - Regular Growth,INF336L01OW1,Debt,Short Duration,HSBC Mutual Fund
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,INF109K01T04,Debt,Short Duration,ICICI Mutual Fund
ICICI Prudential Ultra Short Term Fund - Growth,INF109K01TP7,Debt,Short Duration,ICICI Mutual Fund
Invesco India Ultra Short Duration Fund - Direct Plan - Growth,INF205K01TH0,Debt,Short Duration,Invesco Mutual Fund
Invesco India Ultra Short Duration Fund - Growth,INF205K01TM0,Debt,Short Duration,Invesco Mutual Fund
ITI Ultra Short Duration Fund - Direct Plan - Growth Option,INF00XX01AE2,Debt,Short Duration,ITI Mutual Fund
ITI Ultra Short Duration Fund - Regular Plan - Growth Option,INF00XX01952,Debt,Short Duration,ITI Mutual Fund
JM Ultra Short Duration Fund - (Direct) - Growth Option,INF192K01DO0,Debt,Short Duration,JM Mutual Fund
JM Ultra Short Duration Fund - Growth option,INF192K01AQ1,Debt,Short Duration,JM Mutual Fund
Kotak Savings Fund -Growth,INF174K01FD6,Debt,Other,Kotak Mutual Fund
Kotak Savings Fund-Growth - Direct,INF174K01JP2,Debt,Other,Kotak Mutual Fund
LIC MF Ultra Short Duration Fund-Direct Plan-Growth,INF767K01QU8,Debt,Short Duration,LIC Mutual Fund
LIC MF Ultra Short Duration Fund-Regular Plan-Growth,INF767K01QO1,Debt,Short Duration,LIC Mutual Fund
Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth,INF174V01887,Debt,Short Duration,Mahindra Mutual Fund
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Growth,INF174V01853,Debt,Short Duration,Mahindra Mutual Fund
Mirae Asset Ultra Short Duration Fund Direct Growth,INF769K01GK6,Debt,Short Duration,Mirae Mutual Fund
Mirae Asset Ultra Short Duration Fund Regular Growth,INF769K01GH2,Debt,Short Duration,Mirae Mutual Fund
Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth,INF247L01247,Debt,Short Duration,Motilal Mutual Fund
Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth,INF247L01213,Debt,Short Duration,Motilal Mutual Fund
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,INF204KB10H2,Debt,Short Duration,Nippon Mutual Fund
Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option,INF204KB17H7,Debt,Short Duration,Nippon Mutual Fund
Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,INF204K01YH3,Debt,Short Duration,Nippon Mutual Fund
Nippon India Ultra Short Duration Fund- Growth Option,INF204K01UE8,Debt,Short Duration,Nippon Mutual Fund
PGIM India Ultra Short Duration Fund - Direct Plan - Growth,INF223J01QO7,Debt,Short Duration,PGIM Mutual Fund
PGIM India Ultra Short Duration Fund - Growth,INF223J01FK8,Debt,Short Duration,PGIM Mutual Fund
PGIM India Ultra Short Duration Fund - Regular Plan - Growth,INF223J01FX1,Debt,Short Duration,PGIM Mutual Fund
SBI MAGNUM ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,INF200K01TF5,Debt,Short Duration,SBI Mutual Fund
SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,INF200K01LJ4,Debt,Short Duration,SBI Mutual Fund
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option,INF173K01HI3,Debt,Short Duration,Sundaram Mutual Fund
Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)-Growth Option,INF173K01CU9,Debt,Short Duration,Sundaram Mutual Fund
Tata Ultra Short Term Fund-Direct Plan-Growth,INF277K011T0,Debt,Short Duration,Tata Mutual Fund
Tata Ultra Short Term Fund-Regular Plan-Growth,INF277K016S1,Debt,Short Duration,Tata Mutual Fund
UTI Ultra Short Duration Fund - Direct Plan - Growth Option,INF789F01TI1,Debt,Short Duration,UTI Mutual Fund
UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,INF789F01PM1,Other,Other,UTI Mutual Fund
UTI Ultra Short Duration Fund - Regular Plan - Growth Option,INF789F01570,Debt,Short Duration,UTI Mutual Fund
WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,INF03VN01209,Debt,Short Duration,WhiteOak Mutual Fund
WhiteOak Capital Ultra Short Duration Fund- Regular plan-Growth Option,INF03VN01282,Debt,Short Duration,WhiteOak Mutual Fund
Invesco India Contra Fund - Direct Plan - Growth,INF205K01LE4,Other,Other,Invesco Mutual Fund
Invesco India Contra Fund - Growth,INF205K01189,Other,Other,Invesco Mutual Fund
Kotak Contra Fund - Direct Plan - Growth,INF174K01KZ9,Other,Other,Kotak Mutual Fund
Kotak Contra Fund - Regular Plan - Growth,INF174K01245,Other,Other,Kotak Mutual Fund
SBI CONTRA FUND - DIRECT PLAN - GROWTH,INF200K01RA0,Other,Other,SBI Mutual Fund
SBI CONTRA FUND - REGULAR PLAN -GROWTH,INF200K01362,Other,Other,SBI Mutual Fund
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,INF579M01AN2,Equity,ELSS,360 Mutual Fund
360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,INF579M01AL6,Equity,ELSS,360 Mutual Fund
Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,INF209K01UN8,Equity,ELSS,Aditya Mutual Fund
Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,INF209K01108,Equity,ELSS,Aditya Mutual Fund
Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,INF846K01EW2,Equity,ELSS,Axis Mutual Fund
Axis ELSS Tax Saver Fund - Regular Plan - Growth,INF846K01131,Equity,ELSS,Axis Mutual Fund
BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,INF0QA701AK0,Equity,ELSS,BAJAJ Mutual Fund
BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,INF0QA701AI4,Equity,ELSS,BAJAJ Mutual Fund
BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,INF194K01Y29,Equity,ELSS,BANDHAN Mutual Fund
BANDHAN ELSS Tax Saver Fund - Regular Plan - Growth,INF194K01292,Equity,ELSS,BANDHAN Mutual Fund
BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,INF761K01884,Equity,ELSS,BANK Mutual Fund
BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth,INF761K01157,Equity,ELSS,BANK Mutual Fund
BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth,INF761K01181,Equity,ELSS,BANK Mutual Fund
BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,INF251K01HF3,Equity,ELSS,BARODA Mutual Fund
BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,INF251K01985,Equity,ELSS,BARODA Mutual Fund
CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,INF760K01EL8,Equity,ELSS,CANARA Mutual Fund
CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION,INF760K01100,Equity,ELSS,CANARA Mutual Fund
DSP ELSS Tax Saver Fund - Direct Plan - Growth,INF740K01OK1,Equity,ELSS,DSP Mutual Fund
DSP ELSS Tax Saver Fund - Regular Plan - Growth,INF740K01185,Equity,ELSS,DSP Mutual Fund
Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,INF754K01CA8,Equity,ELSS,Edelweiss Mutual Fund
Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option,INF754K01517,Equity,ELSS,Edelweiss Mutual Fund
Franklin India ELSS Tax Saver Fund - Direct - Growth,INF090I01JS8,Equity,ELSS,Franklin Mutual Fund
Franklin India ELSS Tax Saver Fund-Growth,INF090I01775,Equity,ELSS,Franklin Mutual Fund
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,INF666M01DK7,Debt,Other,Groww Mutual Fund
